# Name: CRT Royale Kurozumi (Port)
# crt-royale-kurozumi (P22/PVM preset over crt-royale); libretro/slang-shaders @ 3b0d6aa1d134
# Monotone adaptive-control warp co-optimized with the V fit
# Co-optimized with the adaptive V fit and refined against MiSTer's
# exact truncating arithmetic; pair with the matching (Port) files
5,2,2
8,4,5
9,5,6
11,5,8
12,5,8
12,5,9
13,6,10
14,7,11
16,7,12
16,7,12
16,9,14
18,9,14
18,9,16
19,9,16
20,9,16
20,9,18
21,10,18
23,10,19
24,10,21
24,10,21
25,13,22
25,13,24
27,13,24
28,13,25
29,13,25
29,13,27
32,15,27
32,15,29
33,15,30
34,18,30
34,18,31
36,18,33
36,18,33
39,18,34
39,18,34
39,18,38
40,18,38
42,22,38
43,22,39
45,22,41
45,22,41
45,22,42
48,23,44
48,23,44
48,25,47
50,25,47
52,27,48
53,27,49
53,27,49
53,28,49
57,28,54
57,30,54
57,30,54
58,30,57
62,31,57
64,31,59
64,31,59
64,33,59
64,33,63
67,33,64
67,33,64
69,35,64
71,35,65
74,38,69
74,38,70
74,38,70
75,38,70
78,38,71
79,41,74
81,41,76
81,43,76
81,43,76
83,43,79
84,44,81
87,45,82
87,46,82
90,46,84
91,49,86
91,49,87
93,50,88
93,50,88
96,50,89
99,52,94
99,53,94
101,53,95
101,55,97
103,56,98
104,57,99
106,58,100
106,58,100
108,60,105
110,60,105
112,62,105
112,62,108
113,62,108
113,64,108
115,65,110
117,65,112
118,67,113
119,67,113
120,69,115
120,70,116
122,70,117
122,72,118
124,72,121
125,72,122
125,74,122
127,75,123
128,76,124
129,77,125
129,78,126
131,79,128
132,79,130
133,80,130
134,82,132
135,82,133
136,83,134
137,83,135
138,84,136
139,84,137
140,85,138
141,88,139
142,89,140
144,91,142
145,91,143
146,92,144
148,92,145
149,95,147
150,96,148
151,97,149
152,99,150
153,100,151
154,100,152
155,101,153
156,102,154
158,104,156
159,105,157
160,106,158
162,106,160
163,107,161
164,108,162
164,110,163
167,110,164
168,111,166
170,113,167
171,113,168
173,115,170
174,116,171
175,117,172
176,120,173
177,120,174
179,121,176
180,123,177
181,124,178
183,124,180
184,127,181
185,127,182
186,129,183
187,129,184
189,131,186
190,133,187
191,133,189
193,133,191
194,134,192
195,136,193
196,136,194
197,137,195
199,139,197
200,140,198
201,142,199
203,144,201
204,146,202
205,146,203
206,148,204
207,150,205
209,151,207
209,151,208
211,153,209
212,154,211
215,155,212
215,155,213
217,157,214
218,157,215
218,160,217
220,162,218
220,163,219
223,164,221
224,166,222
224,166,223
224,169,224
224,169,226
227,172,228
229,172,229
229,173,231
233,173,233
233,177,233
233,177,233
236,178,236
236,178,236
236,182,236
236,182,236
236,182,236
240,186,240
240,186,240
240,186,240
246,186,246
246,191,246
246,191,246
246,191,246
246,191,246
246,191,246
246,191,246
248,193,249
248,193,249
249,194,252
249,198,252
249,198,252
249,198,252
253,200,254
253,200,254
255,203,255
255,203,255
255,204,255
255,204,255
255,206,255
255,206,255
255,209,255
255,209,255
255,209,255
255,209,255
255,211,255
255,212,255
255,212,255
255,216,255
255,216,255
255,216,255
255,216,255
255,217,255
255,219,255
255,219,255
255,220,255
255,221,255
255,222,255
255,224,255
255,224,255
255,224,255
255,224,255
255,224,255
255,224,255
255,226,255
255,226,255
255,227,255
255,230,255
255,230,255
255,230,255
255,230,255
