# 256 Phase Filters
# Single Set of Coefficients
#
# DC-constrained spatial LS fit to Tri + 0.15*Bloom
# Fixed hardware-aware 47e mask calibration k=0.84395
# Compatible fallback for filter interfaces without adaptation

10bit

# Coefficients
   7, 224,   7,   0
   7, 224,   7,   0
   7, 224,   7,   0
   7, 223,   7,   0
   7, 223,   7,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 223,   8,   0
   6, 222,   9,   0
   6, 222,   8,   0
   6, 222,   8,   0
   6, 221,   9,   0
   6, 221,   9,   0
   6, 221,   9,   0
   5, 221,   9,   0
   6, 220,   9,   0
   5, 220,  10,   0
   5, 220,  10,   0
   5, 219,  10,   0
   5, 219,  10,   0
   5, 219,  10,   0
   5, 218,  10,   0
   5, 217,  11,   0
   5, 217,  11,   0
   5, 216,  11,   0
   5, 216,  11,   0
   5, 215,  12,   0
   5, 215,  11,   0
   5, 214,  12,   0
   5, 214,  12,   0
   5, 213,  12,   0
   5, 212,  13,   0
   4, 212,  13,   0
   5, 211,  13,   0
   4, 211,  13,   0
   4, 210,  14,   0
   4, 209,  14,   0
   4, 209,  14,   0
   4, 208,  14,   0
   4, 207,  15,   0
   4, 206,  15,   0
   4, 205,  15,   1
   4, 204,  16,   0
   4, 204,  16,   0
   4, 203,  16,   0
   4, 202,  17,   0
   4, 201,  17,   0
   4, 200,  17,   1
   4, 199,  18,   0
   4, 198,  18,   0
   4, 197,  19,   0
   4, 196,  19,   0
   4, 195,  19,   1
   4, 194,  20,   0
   4, 193,  20,   0
   4, 192,  21,   0
   3, 191,  21,   1
   3, 190,  22,   1
   3, 189,  22,   1
   3, 188,  23,   0
   3, 187,  23,   1
   3, 186,  24,   0
   3, 185,  24,   1
   3, 184,  25,   0
   3, 182,  25,   1
   3, 181,  26,   1
   3, 180,  26,   1
   3, 179,  27,   0
   3, 177,  28,   1
   3, 176,  28,   1
   3, 175,  29,   1
   3, 174,  30,   0
   3, 172,  30,   1
   3, 171,  31,   1
   3, 170,  32,   0
   3, 168,  32,   1
   3, 167,  33,   1
   3, 166,  34,   0
   3, 164,  35,   1
   3, 163,  35,   1
   3, 162,  36,   1
   3, 160,  37,   1
   2, 159,  38,   1
   3, 157,  39,   1
   2, 156,  40,   1
   3, 154,  41,   1
   2, 153,  42,   1
   3, 151,  43,   1
   2, 150,  44,   1
   3, 148,  45,   1
   2, 147,  46,   1
   3, 145,  47,   1
   2, 144,  48,   1
   3, 142,  49,   1
   2, 141,  50,   1
   2, 139,  52,   1
   2, 138,  52,   1
   2, 136,  54,   1
   2, 134,  55,   1
   2, 133,  56,   1
   2, 131,  58,   1
   2, 129,  59,   1
   2, 128,  60,   1
   2, 126,  61,   1
   2, 125,  62,   1
